Date,Price,Open,High,Low,Vol.,Change %,Year
2016-07-13,76.25,76.08,76.51,74.82,3.59M,-0.20%,2016
2016-07-12,76.4,75.99,77.19,75.72,3.31M,1.58%,2016
2016-07-11,75.21,74.85,75.58,74.76,2.70M,0.48%,2016
2016-07-08,74.85,74.54,75.47,74.06,4.06M,0.78%,2016
2016-07-07,74.27,76.59,77.1,73.67,6.06M,-2.75%,2016
2016-07-06,76.37,77.26,77.33,74.84,5.34M,-2.00%,2016
2016-07-05,77.93,78.97,79.32,77.4,3.06M,-2.32%,2016
2016-07-01,79.78,79.07,79.91,78.96,2.66M,0.55%,2016
2016-06-30,79.34,79.4,79.49,77.71,3.51M,-0.45%,2016
2016-06-29,79.7,79.21,80.01,79.08,2.35M,1.21%,2016
2016-06-28,78.75,78.0,78.79,77.07,2.48M,2.41%,2016
2016-06-27,76.9,78.19,78.52,76.4,3.51M,-2.19%,2016
2016-06-24,78.62,78.29,79.74,78.29,6.03M,-2.78%,2016
2016-06-23,80.87,80.02,80.87,79.6,2.10M,1.67%,2016
2016-06-22,79.54,79.37,80.3,79.15,1.84M,0.24%,2016
2016-06-21,79.35,79.3,79.58,78.23,2.33M,0.37%,2016
2016-06-20,79.06,79.53,80.24,78.96,2.75M,0.71%,2016
2016-06-17,78.5,79.34,79.46,78.28,4.09M,-1.17%,2016
2016-06-16,79.43,78.47,79.57,78.1,1.87M,0.37%,2016
2016-06-15,79.14,78.63,79.97,78.11,2.32M,0.30%,2016
2016-06-14,78.9,78.63,79.34,77.63,2.64M,0.13%,2016
2016-06-13,78.8,79.73,79.94,78.67,3.35M,-1.59%,2016
2016-06-10,80.07,80.25,80.66,79.63,2.34M,-1.31%,2016
2016-06-09,81.13,81.65,81.89,80.88,3.30M,-1.51%,2016
2016-06-08,82.37,81.58,82.42,81.01,3.60M,1.29%,2016
2016-06-07,81.32,80.87,81.58,80.54,2.71M,0.69%,2016
2016-06-06,80.76,80.61,80.77,80.08,2.18M,0.79%,2016
2016-06-03,80.13,80.61,80.89,79.39,2.99M,-0.87%,2016
2016-06-02,80.83,80.57,81.43,80.52,2.30M,-0.02%,2016
2016-06-01,80.85,79.9,80.96,79.39,3.02M,0.61%,2016
2016-05-31,80.36,80.9,81.08,79.86,5.91M,-0.33%,2016
2016-05-27,80.63,80.05,80.8,79.75,2.32M,0.74%,2016
2016-05-26,80.04,80.42,80.6,79.12,3.57M,-0.11%,2016
2016-05-25,80.13,80.09,80.47,79.47,2.92M,0.54%,2016
2016-05-24,79.7,78.6,80.0,78.49,3.45M,2.42%,2016
2016-05-23,77.82,77.51,78.63,77.4,2.50M,-0.10%,2016
2016-05-20,77.9,78.15,78.46,77.49,2.35M,0.32%,2016
2016-05-19,77.65,77.55,77.96,76.68,2.24M,-0.61%,2016
2016-05-18,78.13,78.29,79.48,77.72,2.51M,-0.23%,2016
2016-05-17,78.31,78.56,79.3,78.04,2.24M,-0.47%,2016
2016-05-16,78.68,78.22,78.8,77.2,3.11M,0.43%,2016
2016-05-13,78.34,78.25,79.14,77.91,3.03M,0.12%,2016
2016-05-12,78.25,80.0,80.1,77.84,2.60M,-1.44%,2016
2016-05-11,79.39,79.16,80.36,78.62,2.65M,0.18%,2016
2016-05-10,79.25,78.76,79.69,78.66,2.24M,1.19%,2016
2016-05-09,78.32,78.5,78.53,76.88,3.06M,-0.25%,2016
2016-05-06,78.52,78.71,80.17,78.27,3.80M,-0.71%,2016
2016-05-05,79.08,80.02,80.82,78.44,2.83M,-0.30%,2016
2016-05-04,79.32,79.9,80.39,78.49,3.00M,-0.86%,2016
2016-05-03,80.01,80.7,80.98,79.45,4.40M,-2.66%,2016
2016-05-02,82.2,82.44,82.5,79.98,4.49M,0.11%,2016
2016-04-29,82.11,85.21,86.03,81.15,7.30M,-6.47%,2016
2016-04-28,87.79,88.36,89.06,87.34,3.04M,-1.30%,2016
2016-04-27,88.95,88.85,89.31,88.01,2.45M,0.62%,2016
2016-04-26,88.4,88.45,88.85,87.82,1.66M,0.53%,2016
2016-04-25,87.93,87.9,88.24,86.89,1.73M,-0.06%,2016
2016-04-22,87.98,87.64,88.46,87.38,2.04M,0.66%,2016
2016-04-21,87.4,86.84,87.65,86.08,2.27M,0.82%,2016
